Date,Hour,TSO,TS1,TS2,TS3
2016-02-02,14H 0M 0S,18.33773377550323,18.356285361992832,20.058198776622238,19.303246008978483
2016-02-02,16H 0M 0S,16.69433377550323,17.057999361992835,19.335102776622243,18.798722208978486
2016-02-02,20H 0M 0S,13.407533775503234,14.461427361992833,17.88891077662224,17.789674608978483
2016-02-03,0S,8.859433775503234,10.868428361992834,15.88774677662224,16.39340790897848
2016-02-03,4H 0M 0S,13.407833775503235,14.461664361992835,17.889042776622244,17.789766708978487
2016-02-03,8H 0M 0S,17.956233775503236,18.054900361992836,19.89033877662224,19.18612550897848
2016-02-03,10H 0M 0S,20.230433775503236,19.84167330326463,20.864733286680362,19.851816215175408
2016-02-03,12H 0M 0S,22.504633775503233,21.77474330326463,22.22925328668036,21.000287215175405
2016-02-03,14H 0M 0S,21.422333775503233,20.854788303264627,21.579873286680357,20.453725715175402
2016-02-03,16H 0M 0S,19.148133775503233,18.996501361992834,20.414774776622238,19.552038808978484
2016-02-03,20H 0M 0S,14.599733775503234,15.403265361992833,18.41347877662224,18.155680008978482
2016-02-04,0S,6.759433775503234,9.209428361992835,14.96374677662224,15.748707908978483
2016-02-04,4H 0M 0S,9.847033775503235,11.648632361992835,16.322290776622243,16.696601108978488
2016-02-04,8H 0M 0S,12.934633775503235,14.087836361992835,17.68083477662224,17.644494308978484
2016-02-04,10H 0M 0S,14.478433775503236,15.307438361992835,18.360106776622242,18.11844090897848
2016-02-04,12H 0M 0S,16.022233775503235,16.527040361992835,19.03937877662224,18.592387508978483
2016-02-04,14H 0M 0S,15.287533775503235,15.946627361992835,18.716110776622244,18.366834608978486
2016-02-04,16H 0M 0S,13.743733775503236,14.727025361992837,18.036838776622243,17.892888008978485
2016-02-04,20H 0M 0S,10.656133775503234,12.287821361992835,16.67829477662224,16.944994808978485
2016-02-05,0S,6.159433775503234,8.735428361992835,14.699746776622241,15.564507908978483
2016-02-05,4H 0M 0S,9.645433775503234,11.489368361992835,16.233586776622243,16.634709908978483
2016-02-05,8H 0M 0S,13.131433775503234,14.243308361992835,17.76742677662224,17.704911908978485
2016-02-05,10H 0M 0S,14.874433775503235,15.620278361992835,18.53434677662224,18.240012908978482
2016-02-05,12H 0M 0S,16.61743377550323,16.99724836199283,19.301266776622242,18.775113908978483
2016-02-05,14H 0M 0S,15.787933775503234,16.341943361992833,18.93628677662224,18.520457408978483
2016-02-05,16H 0M 0S,14.044933775503234,14.964973361992833,18.16936677662224,17.985356408978486
2016-02-05,20H 0M 0S,10.558933775503233,12.211033361992833,16.635526776622243,16.915154408978484
2016-02-06,0S,7.359433775503233,9.683428361992835,15.22774677662224,15.932907908978484
2016-02-06,4H 0M 0S,10.745833775503234,12.358684361992836,16.71776277662224,16.972532708978484
2016-02-06,8H 0M 0S,14.132233775503236,15.033940361992837,18.20777877662224,18.012157508978483
2016-02-06,10H 0M 0S,15.825433775503235,16.371568361992836,18.95278677662224,18.531969908978486
2016-02-06,12H 0M 0S,17.518633775503233,17.709196361992834,19.69779477662224,19.051782308978485
2016-02-06,14H 0M 0S,16.712833775503235,17.072614361992834,19.34324277662224,18.80440170897848
2016-02-06,16H 0M 0S,15.019633775503236,15.734986361992835,18.598234776622242,18.284589308978482
